"location","time_idx","value","target"
"HU","2020-07-27",13,"inc case"
"IS","2020-07-27",7,"inc case"
"IE","2020-07-27",11,"inc case"
"IT","2020-07-27",168,"inc case"
"LV","2020-07-27",0,"inc case"
"LI","2020-07-27",0,"inc case"
"LT","2020-07-27",4,"inc case"
"LU","2020-07-27",49,"inc case"
"MT","2020-07-27",1,"inc case"
"NL","2020-07-27",223,"inc case"
"NO","2020-07-27",15,"inc case"
"PL","2020-07-27",337,"inc case"
"PT","2020-07-27",135,"inc case"
"RO","2020-07-27",1104,"inc case"
"SK","2020-07-27",2,"inc case"
"SI","2020-07-27",5,"inc case"
"ES","2020-07-27",6361,"inc case"
"SE","2020-07-27",71,"inc case"
"CH","2020-07-27",65,"inc case"
"GB","2020-07-27",685,"inc case"
"AT","2020-07-28",101,"inc case"
"BE","2020-07-28",234,"inc case"
"BG","2020-07-28",250,"inc case"
"HR","2020-07-28",42,"inc case"
"CY","2020-07-28",3,"inc case"
"CZ","2020-07-28",283,"inc case"
"DK","2020-07-28",30,"inc case"
"EE","2020-07-28",4,"inc case"
"FI","2020-07-28",12,"inc case"
"FR","2020-07-28",516,"inc case"
"DE","2020-07-28",633,"inc case"
"GR","2020-07-28",52,"inc case"
"HU","2020-07-28",8,"inc case"
"IS","2020-07-28",3,"inc case"
"IE","2020-07-28",37,"inc case"
"IT","2020-07-28",202,"inc case"
"LV","2020-07-28",1,"inc case"
"LI","2020-07-28",1,"inc case"
"LT","2020-07-28",4,"inc case"
"LU","2020-07-28",54,"inc case"
"MT","2020-07-28",7,"inc case"
"NL","2020-07-28",247,"inc case"
"NO","2020-07-28",18,"inc case"
"PL","2020-07-28",502,"inc case"
"PT","2020-07-28",111,"inc case"
"RO","2020-07-28",1151,"inc case"
"SK","2020-07-28",23,"inc case"
"SI","2020-07-28",14,"inc case"
"ES","2020-07-28",1828,"inc case"
"SE","2020-07-28",283,"inc case"
"CH","2020-07-28",132,"inc case"
"GB","2020-07-28",547,"inc case"
"AT","2020-07-29",96,"inc case"
"BE","2020-07-29",673,"inc case"
"BG","2020-07-29",284,"inc case"
"HR","2020-07-29",70,"inc case"
"CY","2020-07-29",7,"inc case"
"CZ","2020-07-29",294,"inc case"
"DK","2020-07-29",57,"inc case"
"EE","2020-07-29",4,"inc case"
"FI","2020-07-29",9,"inc case"
"FR","2020-07-29",1339,"inc case"
"DE","2020-07-29",684,"inc case"
"GR","2020-07-29",57,"inc case"
"HU","2020-07-29",9,"inc case"
"IS","2020-07-29",4,"inc case"
"IE","2020-07-29",13,"inc case"
"IT","2020-07-29",288,"inc case"
"LV","2020-07-29",4,"inc case"
"LI","2020-07-29",1,"inc case"
"LT","2020-07-29",21,"inc case"
"LU","2020-07-29",158,"inc case"
"MT","2020-07-29",12,"inc case"
"NL","2020-07-29",342,"inc case"
"NO","2020-07-29",22,"inc case"
"PL","2020-07-29",512,"inc case"
"PT","2020-07-29",203,"inc case"
"RO","2020-07-29",1182,"inc case"
"SK","2020-07-29",41,"inc case"
"SI","2020-07-29",14,"inc case"
"ES","2020-07-29",2031,"inc case"
"SE","2020-07-29",301,"inc case"
"CH","2020-07-29",193,"inc case"
"GB","2020-07-29",797,"inc case"
"AT","2020-07-30",153,"inc case"
"BE","2020-07-30",671,"inc case"
"BG","2020-07-30",265,"inc case"
"HR","2020-07-30",78,"inc case"
"CY","2020-07-30",13,"inc case"
"CZ","2020-07-30",278,"inc case"
"DK","2020-07-30",91,"inc case"
"EE","2020-07-30",9,"inc case"
"FI","2020-07-30",12,"inc case"
"FR","2020-07-30",1251,"inc case"
"DE","2020-07-30",902,"inc case"
"GR","2020-07-30",65,"inc case"
"HU","2020-07-30",19,"inc case"
"IS","2020-07-30",11,"inc case"
"IE","2020-07-30",85,"inc case"
"IT","2020-07-30",382,"inc case"
"LV","2020-07-30",4,"inc case"
"LI","2020-07-30",0,"inc case"
"LT","2020-07-30",75,"inc case"
"LU","2020-07-30",83,"inc case"
"MT","2020-07-30",94,"inc case"
"NL","2020-07-30",338,"inc case"
"NO","2020-07-30",36,"inc case"
"PL","2020-07-30",615,"inc case"
"PT","2020-07-30",255,"inc case"
"RO","2020-07-30",1356,"inc case"
"SK","2020-07-30",20,"inc case"
"SI","2020-07-30",24,"inc case"
"ES","2020-07-30",2789,"inc case"
"SE","2020-07-30",302,"inc case"
"CH","2020-07-30",220,"inc case"
"GB","2020-07-30",846,"inc case"
"AT","2020-07-31",102,"inc case"
"BE","2020-07-31",745,"inc case"
"BG","2020-07-31",270,"inc case"
"HR","2020-07-31",68,"inc case"
"CY","2020-07-31",4,"inc case"
"CZ","2020-07-31",203,"inc case"
"DK","2020-07-31",64,"inc case"
"EE","2020-07-31",13,"inc case"
"FI","2020-07-31",8,"inc case"
"FR","2020-07-31",1208,"inc case"
"DE","2020-07-31",870,"inc case"
"GR","2020-07-31",76,"inc case"
"HU","2020-07-31",21,"inc case"
"IS","2020-07-31",13,"inc case"
"IE","2020-07-31",38,"inc case"
"IT","2020-07-31",379,"inc case"
"LV","2020-07-31",3,"inc case"
"LI","2020-07-31",0,"inc case"
"LT","2020-07-31",8,"inc case"
"LU","2020-07-31",79,"inc case"
"MT","2020-07-31",10,"inc case"
"NL","2020-07-31",431,"inc case"
"NO","2020-07-31",32,"inc case"
"PL","2020-07-31",657,"inc case"
"PT","2020-07-31",204,"inc case"
"RO","2020-07-31",1295,"inc case"
"SK","2020-07-31",27,"inc case"
"SI","2020-07-31",17,"inc case"
"ES","2020-07-31",3092,"inc case"
"SE","2020-07-31",258,"inc case"
"CH","2020-07-31",210,"inc case"
"GB","2020-07-31",880,"inc case"
"AT","2020-08-01",190,"inc case"
"BE","2020-08-01",651,"inc case"
"BG","2020-08-01",146,"inc case"
"HR","2020-08-01",85,"inc case"
"CY","2020-08-01",30,"inc case"
"CZ","2020-08-01",125,"inc case"
"DK","2020-08-01",0,"inc case"
"EE","2020-08-01",8,"inc case"
"FI","2020-08-01",18,"inc case"
"FR","2020-08-01",0,"inc case"
"DE","2020-08-01",955,"inc case"
"GR","2020-08-01",110,"inc case"
"HU","2020-08-01",21,"inc case"
"IS","2020-08-01",8,"inc case"
"IE","2020-08-01",44,"inc case"
"IT","2020-08-01",295,"inc case"
"LV","2020-08-01",7,"inc case"
"LI","2020-08-01",0,"inc case"
"LT","2020-08-01",16,"inc case"
"LU","2020-08-01",98,"inc case"
"MT","2020-08-01",21,"inc case"
"NL","2020-08-01",366,"inc case"
"NO","2020-08-01",13,"inc case"
"PL","2020-08-01",658,"inc case"
"PT","2020-08-01",238,"inc case"
"RO","2020-08-01",1225,"inc case"
"SK","2020-08-01",45,"inc case"
"SI","2020-08-01",15,"inc case"
"ES","2020-08-01",0,"inc case"
"SE","2020-08-01",303,"inc case"
"CH","2020-08-01",180,"inc case"
"GB","2020-08-01",761,"inc case"
"AT","2020-08-02",123,"inc case"
"BE","2020-08-02",447,"inc case"
"BG","2020-08-02",119,"inc case"
"HR","2020-08-02",36,"inc case"
"CY","2020-08-02",10,"inc case"
"CZ","2020-08-02",101,"inc case"
"DK","2020-08-02",0,"inc case"
"EE","2020-08-02",7,"inc case"
"FI","2020-08-02",15,"inc case"
"FR","2020-08-02",0,"inc case"
"DE","2020-08-02",240,"inc case"
"GR","2020-08-02",75,"inc case"
"HU","2020-08-02",9,"inc case"
"IS","2020-08-02",14,"inc case"
"IE","2020-08-02",53,"inc case"
"IT","2020-08-02",238,"inc case"
"LV","2020-08-02",5,"inc case"
"LI","2020-08-02",0,"inc case"
"LT","2020-08-02",18,"inc case"
"LU","2020-08-02",62,"inc case"
"MT","2020-08-02",15,"inc case"
"NL","2020-08-02",372,"inc case"
"NO","2020-08-02",15,"inc case"
"PL","2020-08-02",548,"inc case"
"PT","2020-08-02",153,"inc case"
"RO","2020-08-02",1075,"inc case"
"SK","2020-08-02",7,"inc case"
"SI","2020-08-02",9,"inc case"
"ES","2020-08-02",0,"inc case"
"SE","2020-08-02",38,"inc case"
"CH","2020-08-02",138,"inc case"
"GB","2020-08-02",743,"inc case"
"AT","2020-08-03",62,"inc case"
"BE","2020-08-03",465,"inc case"
"BG","2020-08-03",204,"inc case"
"HR","2020-08-03",34,"inc case"
"CY","2020-08-03",26,"inc case"
"CZ","2020-08-03",208,"inc case"
"DK","2020-08-03",207,"inc case"
"EE","2020-08-03",1,"inc case"
"FI","2020-08-03",10,"inc case"
"FR","2020-08-03",3216,"inc case"
"DE","2020-08-03",509,"inc case"
"GR","2020-08-03",75,"inc case"
"HU","2020-08-03",9,"inc case"
"IS","2020-08-03",8,"inc case"
"IE","2020-08-03",46,"inc case"
"IT","2020-08-03",159,"inc case"
"LV","2020-08-03",3,"inc case"
"LI","2020-08-03",0,"inc case"
"LT","2020-08-03",7,"inc case"
"LU","2020-08-03",9,"inc case"
"MT","2020-08-03",14,"inc case"
"NL","2020-08-03",485,"inc case"
"NO","2020-08-03",66,"inc case"
"PL","2020-08-03",575,"inc case"
"PT","2020-08-03",106,"inc case"
"RO","2020-08-03",823,"inc case"
"SK","2020-08-03",10,"inc case"
"SI","2020-08-03",1,"inc case"
"ES","2020-08-03",8532,"inc case"
"SE","2020-08-03",165,"inc case"
"CH","2020-08-03",66,"inc case"
"GB","2020-08-03",938,"inc case"
"AT","2020-08-04",70,"inc case"
"BE","2020-08-04",334,"inc case"
"BG","2020-08-04",255,"inc case"
"HR","2020-08-04",24,"inc case"
"CY","2020-08-04",5,"inc case"
"CZ","2020-08-04",278,"inc case"
"DK","2020-08-04",77,"inc case"
"EE","2020-08-04",11,"inc case"
"FI","2020-08-04",35,"inc case"
"FR","2020-08-04",902,"inc case"
"DE","2020-08-04",879,"inc case"
"GR","2020-08-04",118,"inc case"
"HU","2020-08-04",9,"inc case"
"IS","2020-08-04",3,"inc case"
"IE","2020-08-04",45,"inc case"
"IT","2020-08-04",190,"inc case"
"LV","2020-08-04",3,"inc case"
"LI","2020-08-04",0,"inc case"
"LT","2020-08-04",14,"inc case"
"LU","2020-08-04",53,"inc case"
"MT","2020-08-04",16,"inc case"
"NL","2020-08-04",426,"inc case"
"NO","2020-08-04",28,"inc case"
"PL","2020-08-04",680,"inc case"
"PT","2020-08-04",112,"inc case"
"RO","2020-08-04",1232,"inc case"
"SK","2020-08-04",14,"inc case"
"SI","2020-08-04",9,"inc case"
"ES","2020-08-04",5760,"inc case"
"SE","2020-08-04",334,"inc case"
"CH","2020-08-04",130,"inc case"
"GB","2020-08-04",670,"inc case"
"AT","2020-08-05",93,"inc case"
"BE","2020-08-05",510,"inc case"
"BG","2020-08-05",303,"inc case"
"HR","2020-08-05",58,"inc case"
"CY","2020-08-05",25,"inc case"
"CZ","2020-08-05",243,"inc case"
"DK","2020-08-05",112,"inc case"
"EE","2020-08-05",22,"inc case"
"FI","2020-08-05",22,"inc case"
"FR","2020-08-05",1621,"inc case"
"DE","2020-08-05",741,"inc case"
"GR","2020-08-05",118,"inc case"
"HU","2020-08-05",11,"inc case"
"IS","2020-08-05",8,"inc case"
"IE","2020-08-05",50,"inc case"
"IT","2020-08-05",384,"inc case"
"LV","2020-08-05",8,"inc case"
"LI","2020-08-05",0,"inc case"
"LT","2020-08-05",18,"inc case"
"LU","2020-08-05",90,"inc case"
"MT","2020-08-05",36,"inc case"
"NL","2020-08-05",601,"inc case"
"NO","2020-08-05",47,"inc case"
"PL","2020-08-05",640,"inc case"
"PT","2020-08-05",167,"inc case"
"RO","2020-08-05",1309,"inc case"
"SK","2020-08-05",49,"inc case"
"SI","2020-08-05",18,"inc case"
"ES","2020-08-05",2953,"inc case"
"SE","2020-08-05",425,"inc case"
"CH","2020-08-05",181,"inc case"
"GB","2020-08-05",891,"inc case"
"AT","2020-08-06",83,"inc case"
"BE","2020-08-06",858,"inc case"
"BG","2020-08-06",297,"inc case"
"HR","2020-08-06",28,"inc case"
"CY","2020-08-06",15,"inc case"
"CZ","2020-08-06",202,"inc case"
"DK","2020-08-06",121,"inc case"
"EE","2020-08-06",11,"inc case"
"FI","2020-08-06",29,"inc case"
"FR","2020-08-06",1524,"inc case"
"DE","2020-08-06",1045,"inc case"
"GR","2020-08-06",150,"inc case"
"HU","2020-08-06",33,"inc case"
"IS","2020-08-06",6,"inc case"
"IE","2020-08-06",69,"inc case"
"IT","2020-08-06",401,"inc case"
"LV","2020-08-06",18,"inc case"
"LI","2020-08-06",0,"inc case"
"LT","2020-08-06",29,"inc case"
"LU","2020-08-06",66,"inc case"
"MT","2020-08-06",20,"inc case"
"NL","2020-08-06",519,"inc case"
"NO","2020-08-06",59,"inc case"
"PL","2020-08-06",726,"inc case"
"PT","2020-08-06",213,"inc case"
"RO","2020-08-06",1345,"inc case"
"SK","2020-08-06",63,"inc case"
"SI","2020-08-06",15,"inc case"
"ES","2020-08-06",4088,"inc case"
"SE","2020-08-06",378,"inc case"
"CH","2020-08-06",181,"inc case"
"GB","2020-08-06",950,"inc case"
"AT","2020-08-07",159,"inc case"
"BE","2020-08-07",768,"inc case"
"BG","2020-08-07",195,"inc case"
"HR","2020-08-07",62,"inc case"
"CY","2020-08-07",13,"inc case"
"CZ","2020-08-07",329,"inc case"
"DK","2020-08-07",136,"inc case"
"EE","2020-08-07",9,"inc case"
"FI","2020-08-07",22,"inc case"
"FR","2020-08-07",2204,"inc case"
"DE","2020-08-07",1147,"inc case"
"GR","2020-08-07",147,"inc case"
"HU","2020-08-07",24,"inc case"
"IS","2020-08-07",20,"inc case"
"IE","2020-08-07",98,"inc case"
"IT","2020-08-07",552,"inc case"
"LV","2020-08-07",6,"inc case"
"LI","2020-08-07",0,"inc case"
"LT","2020-08-07",19,"inc case"
"LU","2020-08-07",40,"inc case"
"MT","2020-08-07",49,"inc case"
"NL","2020-08-07",486,"inc case"
"NO","2020-08-07",83,"inc case"
"PL","2020-08-07",809,"inc case"
"PT","2020-08-07",290,"inc case"
"RO","2020-08-07",1378,"inc case"
"SK","2020-08-07",43,"inc case"
"SI","2020-08-07",10,"inc case"
"ES","2020-08-07",4507,"inc case"
"SE","2020-08-07",380,"inc case"
"CH","2020-08-07",161,"inc case"
"GB","2020-08-07",871,"inc case"
"AT","2020-08-08",119,"inc case"
"BE","2020-08-08",617,"inc case"
"BG","2020-08-08",134,"inc case"
"HR","2020-08-08",77,"inc case"
"CY","2020-08-08",14,"inc case"
"CZ","2020-08-08",175,"inc case"
"DK","2020-08-08",0,"inc case"
"EE","2020-08-08",14,"inc case"
"FI","2020-08-08",17,"inc case"
"FR","2020-08-08",0,"inc case"
"DE","2020-08-08",1122,"inc case"
"GR","2020-08-08",151,"inc case"
"HU","2020-08-08",32,"inc case"
"IS","2020-08-08",3,"inc case"
"IE","2020-08-08",174,"inc case"
"IT","2020-08-08",347,"inc case"
"LV","2020-08-08",7,"inc case"
"LI","2020-08-08",0,"inc case"
"LT","2020-08-08",34,"inc case"
"LU","2020-08-08",56,"inc case"
"MT","2020-08-08",40,"inc case"
"NL","2020-08-08",577,"inc case"
"NO","2020-08-08",48,"inc case"
"PL","2020-08-08",843,"inc case"
"PT","2020-08-08",186,"inc case"
"RO","2020-08-08",1350,"inc case"
"SK","2020-08-08",43,"inc case"
"SI","2020-08-08",14,"inc case"
"ES","2020-08-08",0,"inc case"
"SE","2020-08-08",260,"inc case"
"CH","2020-08-08",182,"inc case"
"GB","2020-08-08",758,"inc case"
"AT","2020-08-09",90,"inc case"
"BE","2020-08-09",751,"inc case"
"BG","2020-08-09",53,"inc case"
"HR","2020-08-09",61,"inc case"
"CY","2020-08-09",11,"inc case"
"CZ","2020-08-09",118,"inc case"
"DK","2020-08-09",0,"inc case"
"EE","2020-08-09",5,"inc case"
"FI","2020-08-09",9,"inc case"
"FR","2020-08-09",0,"inc case"
"DE","2020-08-09",555,"inc case"
"GR","2020-08-09",202,"inc case"
"HU","2020-08-09",43,"inc case"
"IS","2020-08-09",3,"inc case"
"IE","2020-08-09",68,"inc case"
"IT","2020-08-09",463,"inc case"
"LV","2020-08-09",2,"inc case"
"LI","2020-08-09",0,"inc case"
"LT","2020-08-09",21,"inc case"
"LU","2020-08-09",36,"inc case"
"MT","2020-08-09",54,"inc case"
"NL","2020-08-09",630,"inc case"
"NO","2020-08-09",39,"inc case"
"PL","2020-08-09",624,"inc case"
"PT","2020-08-09",131,"inc case"
"RO","2020-08-09",1145,"inc case"
"SK","2020-08-09",30,"inc case"
"SI","2020-08-09",2,"inc case"
"ES","2020-08-09",0,"inc case"
"SE","2020-08-09",73,"inc case"
"CH","2020-08-09",152,"inc case"
"GB","2020-08-09",1062,"inc case"
"AT","2020-08-10",104,"inc case"
"BE","2020-08-10",468,"inc case"
"BG","2020-08-10",116,"inc case"
"HR","2020-08-10",45,"inc case"
"CY","2020-08-10",9,"inc case"
"CZ","2020-08-10",141,"inc case"
"DK","2020-08-10",373,"inc case"
"EE","2020-08-10",6,"inc case"
"FI","2020-08-10",35,"inc case"
"FR","2020-08-10",4601,"inc case"
"DE","2020-08-10",436,"inc case"
"GR","2020-08-10",126,"inc case"
"HU","2020-08-10",35,"inc case"
"IS","2020-08-10",4,"inc case"
"IE","2020-08-10",56,"inc case"
"IT","2020-08-10",259,"inc case"
"LV","2020-08-10",0,"inc case"
"LI","2020-08-10",0,"inc case"
"LT","2020-08-10",15,"inc case"
"LU","2020-08-10",11,"inc case"
"MT","2020-08-10",23,"inc case"
"NL","2020-08-10",230,"inc case"
"NO","2020-08-10",46,"inc case"
"PL","2020-08-10",619,"inc case"
"PT","2020-08-10",157,"inc case"
"RO","2020-08-10",779,"inc case"
"SK","2020-08-10",3,"inc case"
"SI","2020-08-10",6,"inc case"
"ES","2020-08-10",8618,"inc case"
"SE","2020-08-10",196,"inc case"
"CH","2020-08-10",105,"inc case"
"GB","2020-08-10",816,"inc case"
"AT","2020-08-11",72,"inc case"
"BE","2020-08-11",388,"inc case"
"BG","2020-08-11",210,"inc case"
"HR","2020-08-11",91,"inc case"
"CY","2020-08-11",10,"inc case"
"CZ","2020-08-11",289,"inc case"
"DK","2020-08-11",144,"inc case"
"EE","2020-08-11",9,"inc case"
"FI","2020-08-11",15,"inc case"
"FR","2020-08-11",1337,"inc case"
"DE","2020-08-11",966,"inc case"
"GR","2020-08-11",193,"inc case"
"HU","2020-08-11",15,"inc case"
"IS","2020-08-11",6,"inc case"
"IE","2020-08-11",33,"inc case"
"IT","2020-08-11",412,"inc case"
"LV","2020-08-11",3,"inc case"
"LI","2020-08-11",1,"inc case"
"LT","2020-08-11",25,"inc case"
"LU","2020-08-11",26,"inc case"
"MT","2020-08-11",29,"inc case"
"NL","2020-08-11",1203,"inc case"
"NO","2020-08-11",67,"inc case"
"PL","2020-08-11",551,"inc case"
"PT","2020-08-11",120,"inc case"
"RO","2020-08-11",1215,"inc case"
"SK","2020-08-11",16,"inc case"
"SI","2020-08-11",17,"inc case"
"ES","2020-08-11",3632,"inc case"
"SE","2020-08-11",417,"inc case"
"CH","2020-08-11",187,"inc case"
"GB","2020-08-11",1148,"inc case"
"AT","2020-08-12",158,"inc case"
"BE","2020-08-12",639,"inc case"
"BG","2020-08-12",171,"inc case"
"HR","2020-08-12",130,"inc case"
"CY","2020-08-12",25,"inc case"
"CZ","2020-08-12",292,"inc case"
"DK","2020-08-12",111,"inc case"
"EE","2020-08-12",7,"inc case"
"FI","2020-08-12",28,"inc case"
"FR","2020-08-12",2426,"inc case"
"DE","2020-08-12",1226,"inc case"
"GR","2020-08-12",235,"inc case"
"HU","2020-08-12",22,"inc case"
"IS","2020-08-12",4,"inc case"
"IE","2020-08-12",37,"inc case"
"IT","2020-08-12",476,"inc case"
"LV","2020-08-12",10,"inc case"
"LI","2020-08-12",1,"inc case"
"LT","2020-08-12",34,"inc case"
"LU","2020-08-12",58,"inc case"
"MT","2020-08-12",49,"inc case"
"NL","2020-08-12",577,"inc case"
"NO","2020-08-12",32,"inc case"
"PL","2020-08-12",715,"inc case"
"PT","2020-08-12",278,"inc case"
"RO","2020-08-12",1415,"inc case"
"SK","2020-08-12",75,"inc case"
"SI","2020-08-12",31,"inc case"
"ES","2020-08-12",3172,"inc case"
"SE","2020-08-12",444,"inc case"
"CH","2020-08-12",274,"inc case"
"GB","2020-08-12",1009,"inc case"
"AT","2020-08-13",187,"inc case"
"BE","2020-08-13",544,"inc case"
"BG","2020-08-13",0,"inc case"
"HR","2020-08-13",180,"inc case"
"CY","2020-08-13",14,"inc case"
"CZ","2020-08-13",326,"inc case"
"DK","2020-08-13",144,"inc case"
"EE","2020-08-13",0,"inc case"
"FI","2020-08-13",27,"inc case"
"FR","2020-08-13",2574,"inc case"
"DE","2020-08-13",1445,"inc case"
"GR","2020-08-13",204,"inc case"
"HU","2020-08-13",45,"inc case"
"IS","2020-08-13",4,"inc case"
"IE","2020-08-13",91,"inc case"
"IT","2020-08-13",522,"inc case"
"LV","2020-08-13",4,"inc case"
"LI","2020-08-13",1,"inc case"
"LT","2020-08-13",16,"inc case"
"LU","2020-08-13",68,"inc case"
"MT","2020-08-13",55,"inc case"
"NL","2020-08-13",636,"inc case"
"NO","2020-08-13",68,"inc case"
"PL","2020-08-13",811,"inc case"
"PT","2020-08-13",325,"inc case"
"RO","2020-08-13",1454,"inc case"
"SK","2020-08-13",49,"inc case"
"SI","2020-08-13",29,"inc case"
"ES","2020-08-13",7550,"inc case"
"SE","2020-08-13",362,"inc case"
"CH","2020-08-13",234,"inc case"
"GB","2020-08-13",1129,"inc case"
"AT","2020-08-14",190,"inc case"
"BE","2020-08-14",922,"inc case"
"BG","2020-08-14",350,"inc case"
"HR","2020-08-14",208,"inc case"
"CY","2020-08-14",14,"inc case"
"CZ","2020-08-14",292,"inc case"
"DK","2020-08-14",165,"inc case"
"EE","2020-08-14",3,"inc case"
"FI","2020-08-14",21,"inc case"
"FR","2020-08-14",2700,"inc case"
"DE","2020-08-14",1449,"inc case"
"GR","2020-08-14",251,"inc case"
"HU","2020-08-14",40,"inc case"
"IS","2020-08-14",7,"inc case"
"IE","2020-08-14",66,"inc case"
"IT","2020-08-14",574,"inc case"
"LV","2020-08-14",1,"inc case"
"LI","2020-08-14",1,"inc case"
"LT","2020-08-14",35,"inc case"
"LU","2020-08-14",37,"inc case"
"MT","2020-08-14",31,"inc case"
"NL","2020-08-14",655,"inc case"
"NO","2020-08-14",57,"inc case"
"PL","2020-08-14",832,"inc case"
"PT","2020-08-14",235,"inc case"
"RO","2020-08-14",1415,"inc case"
"SK","2020-08-14",62,"inc case"
"SI","2020-08-14",37,"inc case"
"ES","2020-08-14",5479,"inc case"
"SE","2020-08-14",344,"inc case"
"CH","2020-08-14",268,"inc case"
"GB","2020-08-14",1440,"inc case"
"AT","2020-08-15",251,"inc case"
"BE","2020-08-15",756,"inc case"
"BG","2020-08-15",90,"inc case"
"HR","2020-08-15",162,"inc case"
"CY","2020-08-15",13,"inc case"
"CZ","2020-08-15",198,"inc case"
"DK","2020-08-15",104,"inc case"
"EE","2020-08-15",7,"inc case"
"FI","2020-08-15",27,"inc case"
"FR","2020-08-15",3131,"inc case"
"DE","2020-08-15",1415,"inc case"
"GR","2020-08-15",226,"inc case"
"HU","2020-08-15",24,"inc case"
"IS","2020-08-15",16,"inc case"
"IE","2020-08-15",196,"inc case"
"IT","2020-08-15",629,"inc case"
"LV","2020-08-15",7,"inc case"
"LI","2020-08-15",1,"inc case"
"LT","2020-08-15",35,"inc case"
"LU","2020-08-15",34,"inc case"
"MT","2020-08-15",72,"inc case"
"NL","2020-08-15",507,"inc case"
"NO","2020-08-15",57,"inc case"
"PL","2020-08-15",771,"inc case"
"PT","2020-08-15",198,"inc case"
"RO","2020-08-15",1328,"inc case"
"SK","2020-08-15",54,"inc case"
"SI","2020-08-15",32,"inc case"
"ES","2020-08-15",0,"inc case"
"SE","2020-08-15",226,"inc case"
"CH","2020-08-15",253,"inc case"
"GB","2020-08-15",1012,"inc case"
"AT","2020-08-16",349,"inc case"
"BE","2020-08-16",454,"inc case"
"BG","2020-08-16",32,"inc case"
"HR","2020-08-16",151,"inc case"
"CY","2020-08-16",14,"inc case"
"CZ","2020-08-16",121,"inc case"
"DK","2020-08-16",134,"inc case"
"EE","2020-08-16",6,"inc case"
"FI","2020-08-16",14,"inc case"
"FR","2020-08-16",2964,"inc case"
"DE","2020-08-16",625,"inc case"
"GR","2020-08-16",217,"inc case"
"HU","2020-08-16",39,"inc case"
"IS","2020-08-16",12,"inc case"
"IE","2020-08-16",66,"inc case"
"IT","2020-08-16",477,"inc case"
"LV","2020-08-16",7,"inc case"
"LI","2020-08-16",0,"inc case"
"LT","2020-08-16",32,"inc case"
"LU","2020-08-16",19,"inc case"
"MT","2020-08-16",-42,"inc case"
"NL","2020-08-16",482,"inc case"
"NO","2020-08-16",40,"inc case"
"PL","2020-08-16",594,"inc case"
"PT","2020-08-16",121,"inc case"
"RO","2020-08-16",1087,"inc case"
"SK","2020-08-16",47,"inc case"
"SI","2020-08-16",15,"inc case"
"ES","2020-08-16",0,"inc case"
"SE","2020-08-16",63,"inc case"
"CH","2020-08-16",200,"inc case"
"GB","2020-08-16",1105,"inc case"
"AT","2020-08-17",156,"inc case"
"BE","2020-08-17",211,"inc case"
"BG","2020-08-17",135,"inc case"
"HR","2020-08-17",85,"inc case"
"CY","2020-08-17",0,"inc case"
"CZ","2020-08-17",190,"inc case"
"DK","2020-08-17",123,"inc case"
"EE","2020-08-17",2,"inc case"
"FI","2020-08-17",43,"inc case"
"FR","2020-08-17",426,"inc case"
"DE","2020-08-17",561,"inc case"
"GR","2020-08-17",147,"inc case"
"HU","2020-08-17",30,"inc case"
"IS","2020-08-17",3,"inc case"
"IE","2020-08-17",56,"inc case"
"IT","2020-08-17",320,"inc case"
"LV","2020-08-17",1,"inc case"
"LI","2020-08-17",3,"inc case"
"LT","2020-08-17",31,"inc case"
"LU","2020-08-17",11,"inc case"
"MT","2020-08-17",69,"inc case"
"NL","2020-08-17",489,"inc case"
"NO","2020-08-17",55,"inc case"
"PL","2020-08-17",595,"inc case"
"PT","2020-08-17",132,"inc case"
"RO","2020-08-17",733,"inc case"
"SK","2020-08-17",5,"inc case"
"SI","2020-08-17",13,"inc case"
"ES","2020-08-17",16269,"inc case"
"SE","2020-08-17",174,"inc case"
"CH","2020-08-17",128,"inc case"
"GB","2020-08-17",713,"inc case"
"AT","2020-08-18",169,"inc case"
"BE","2020-08-18",363,"inc case"
"BG","2020-08-18",169,"inc case"
"HR","2020-08-18",199,"inc case"
"CY","2020-08-18",19,"inc case"
"CZ","2020-08-18",281,"inc case"
"DK","2020-08-18",115,"inc case"
"EE","2020-08-18",8,"inc case"
"FI","2020-08-18",27,"inc case"
"FR","2020-08-18",2060,"inc case"
"DE","2020-08-18",1390,"inc case"
"GR","2020-08-18",250,"inc case"
"HU","2020-08-18",24,"inc case"
"IS","2020-08-18",13,"inc case"
"IE","2020-08-18",186,"inc case"
"IT","2020-08-18",401,"inc case"
"LV","2020-08-18",0,"inc case"
"LI","2020-08-18",1,"inc case"
"LT","2020-08-18",14,"inc case"
"LU","2020-08-18",30,"inc case"
"MT","2020-08-18",48,"inc case"
"NL","2020-08-18",552,"inc case"
"NO","2020-08-18",51,"inc case"
"PL","2020-08-18",597,"inc case"
"PT","2020-08-18",214,"inc case"
"RO","2020-08-18",1014,"inc case"
"SK","2020-08-18",15,"inc case"
"SI","2020-08-18",27,"inc case"
"ES","2020-08-18",5114,"inc case"
"SE","2020-08-18",314,"inc case"
"CH","2020-08-18",197,"inc case"
"GB","2020-08-18",1089,"inc case"
"AT","2020-08-19",259,"inc case"
"BE","2020-08-19",582,"inc case"
"BG","2020-08-19",151,"inc case"
"HR","2020-08-19",219,"inc case"
"CY","2020-08-19",8,"inc case"
"CZ","2020-08-19",315,"inc case"
"DK","2020-08-19",85,"inc case"
