"location","time_idx","value","target"
"BE","2021-08-11",2609,"inc case"
"BG","2021-08-11",782,"inc case"
"HR","2021-08-11",381,"inc case"
"CY","2021-08-11",573,"inc case"
"CZ","2021-08-11",271,"inc case"
"DK","2021-08-11",1162,"inc case"
"EE","2021-08-11",344,"inc case"
"FI","2021-08-11",826,"inc case"
"FR","2021-08-11",27512,"inc case"
"DE","2021-08-11",4996,"inc case"
"GR","2021-08-11",3472,"inc case"
"HU","2021-08-11",80,"inc case"
"IS","2021-08-11",170,"inc case"
"IE","2021-08-11",1819,"inc case"
"IT","2021-08-11",6921,"inc case"
"LV","2021-08-11",120,"inc case"
"LI","2021-08-11",10,"inc case"
"LT","2021-08-11",617,"inc case"
"LU","2021-08-11",61,"inc case"
"MT","2021-08-11",87,"inc case"
"NL","2021-08-11",2563,"inc case"
"NO","2021-08-11",322,"inc case"
"PL","2021-08-11",196,"inc case"
"PT","2021-08-11",2948,"inc case"
"RO","2021-08-11",326,"inc case"
"SK","2021-08-11",97,"inc case"
"SI","2021-08-11",247,"inc case"
"ES","2021-08-11",17023,"inc case"
"SE","2021-08-11",1236,"inc case"
"CH","2021-08-11",2124,"inc case"
"GB","2021-08-11",29260,"inc case"
"AT","2021-08-12",874,"inc case"
"BE","2021-08-12",2119,"inc case"
"BG","2021-08-12",882,"inc case"
"HR","2021-08-12",333,"inc case"
"CY","2021-08-12",484,"inc case"
"CZ","2021-08-12",225,"inc case"
"DK","2021-08-12",1085,"inc case"
"EE","2021-08-12",372,"inc case"
"FI","2021-08-12",923,"inc case"
"FR","2021-08-12",28391,"inc case"
"DE","2021-08-12",5638,"inc case"
"GR","2021-08-12",3603,"inc case"
"HU","2021-08-12",86,"inc case"
"IS","2021-08-12",120,"inc case"
"IE","2021-08-12",1733,"inc case"
"IT","2021-08-12",7267,"inc case"
"LV","2021-08-12",107,"inc case"
"LI","2021-08-12",12,"inc case"
"LT","2021-08-12",650,"inc case"
"LU","2021-08-12",47,"inc case"
"MT","2021-08-12",51,"inc case"
"NL","2021-08-12",2677,"inc case"
"NO","2021-08-12",574,"inc case"
"PL","2021-08-12",223,"inc case"
"PT","2021-08-12",2708,"inc case"
"RO","2021-08-12",371,"inc case"
"SK","2021-08-12",95,"inc case"
"SI","2021-08-12",248,"inc case"
"ES","2021-08-12",17410,"inc case"
"SE","2021-08-12",1055,"inc case"
"CH","2021-08-12",2127,"inc case"
"GB","2021-08-12",32706,"inc case"
"AT","2021-08-13",859,"inc case"
"BE","2021-08-13",2014,"inc case"
"BG","2021-08-13",1047,"inc case"
"HR","2021-08-13",308,"inc case"
"CY","2021-08-13",402,"inc case"
"CZ","2021-08-13",193,"inc case"
"DK","2021-08-13",1038,"inc case"
"EE","2021-08-13",272,"inc case"
"FI","2021-08-13",789,"inc case"
"FR","2021-08-13",26238,"inc case"
"DE","2021-08-13",5578,"inc case"
"GR","2021-08-13",3493,"inc case"
"HU","2021-08-13",104,"inc case"
"IS","2021-08-13",130,"inc case"
"IE","2021-08-13",1978,"inc case"
"IT","2021-08-13",7398,"inc case"
"LV","2021-08-13",127,"inc case"
"LI","2021-08-13",8,"inc case"
"LT","2021-08-13",631,"inc case"
"LU","2021-08-13",50,"inc case"
"MT","2021-08-13",101,"inc case"
"NL","2021-08-13",2303,"inc case"
"NO","2021-08-13",872,"inc case"
"PL","2021-08-13",194,"inc case"
"PT","2021-08-13",2598,"inc case"
"RO","2021-08-13",383,"inc case"
"SK","2021-08-13",85,"inc case"
"SI","2021-08-13",201,"inc case"
"ES","2021-08-13",15657,"inc case"
"SE","2021-08-13",1035,"inc case"
"CH","2021-08-13",2100,"inc case"
"GB","2021-08-13",32362,"inc case"
"AT","2021-08-14",968,"inc case"
"BE","2021-08-14",0,"inc case"
"BG","2021-08-14",623,"inc case"
"HR","2021-08-14",367,"inc case"
"CY","2021-08-14",419,"inc case"
"CZ","2021-08-14",212,"inc case"
"DK","2021-08-14",917,"inc case"
"EE","2021-08-14",290,"inc case"
"FI","2021-08-14",740,"inc case"
"FR","2021-08-14",24427,"inc case"
"DE","2021-08-14",0,"inc case"
"GR","2021-08-14",3270,"inc case"
"HU","2021-08-14",0,"inc case"
"IS","2021-08-14",82,"inc case"
"IE","2021-08-14",2074,"inc case"
"IT","2021-08-14",7181,"inc case"
"LV","2021-08-14",108,"inc case"
"LI","2021-08-14",10,"inc case"
"LT","2021-08-14",579,"inc case"
"LU","2021-08-14",0,"inc case"
"MT","2021-08-14",94,"inc case"
"NL","2021-08-14",2253,"inc case"
"NO","2021-08-14",268,"inc case"
"PL","2021-08-14",211,"inc case"
"PT","2021-08-14",2571,"inc case"
"RO","2021-08-14",408,"inc case"
"SK","2021-08-14",128,"inc case"
"SI","2021-08-14",265,"inc case"
"ES","2021-08-14",0,"inc case"
"SE","2021-08-14",0,"inc case"
"CH","2021-08-14",0,"inc case"
"GB","2021-08-14",29143,"inc case"
"AT","2021-08-15",951,"inc case"
"BE","2021-08-15",0,"inc case"
"BG","2021-08-15",272,"inc case"
"HR","2021-08-15",298,"inc case"
"CY","2021-08-15",401,"inc case"
"CZ","2021-08-15",142,"inc case"
"DK","2021-08-15",850,"inc case"
"EE","2021-08-15",202,"inc case"
"FI","2021-08-15",426,"inc case"
"FR","2021-08-15",21172,"inc case"
"DE","2021-08-15",0,"inc case"
"GR","2021-08-15",1888,"inc case"
"HU","2021-08-15",0,"inc case"
"IS","2021-08-15",64,"inc case"
"IE","2021-08-15",1758,"inc case"
"IT","2021-08-15",5661,"inc case"
"LV","2021-08-15",73,"inc case"
"LI","2021-08-15",6,"inc case"
"LT","2021-08-15",495,"inc case"
"LU","2021-08-15",0,"inc case"
"MT","2021-08-15",51,"inc case"
"NL","2021-08-15",2228,"inc case"
"NO","2021-08-15",449,"inc case"
"PL","2021-08-15",148,"inc case"
"PT","2021-08-15",2217,"inc case"
"RO","2021-08-15",323,"inc case"
"SK","2021-08-15",95,"inc case"
"SI","2021-08-15",95,"inc case"
"ES","2021-08-15",0,"inc case"
"SE","2021-08-15",0,"inc case"
"CH","2021-08-15",0,"inc case"
"GB","2021-08-15",26426,"inc case"
"AT","2021-08-16",833,"inc case"
"BE","2021-08-16",5010,"inc case"
"BG","2021-08-16",1301,"inc case"
"HR","2021-08-16",46,"inc case"
"CY","2021-08-16",165,"inc case"
"CZ","2021-08-16",75,"inc case"
"DK","2021-08-16",959,"inc case"
"EE","2021-08-16",163,"inc case"
"FI","2021-08-16",445,"inc case"
"FR","2021-08-16",5593,"inc case"
"DE","2021-08-16",12498,"inc case"
"GR","2021-08-16",2212,"inc case"
"HU","2021-08-16",188,"inc case"
"IS","2021-08-16",56,"inc case"
"IE","2021-08-16",1441,"inc case"
"IT","2021-08-16",3669,"inc case"
"LV","2021-08-16",49,"inc case"
"LI","2021-08-16",14,"inc case"
"LT","2021-08-16",368,"inc case"
"LU","2021-08-16",95,"inc case"
"MT","2021-08-16",43,"inc case"
"NL","2021-08-16",2306,"inc case"
"NO","2021-08-16",530,"inc case"
"PL","2021-08-16",128,"inc case"
"PT","2021-08-16",1135,"inc case"
"RO","2021-08-16",286,"inc case"
"SK","2021-08-16",28,"inc case"
"SI","2021-08-16",56,"inc case"
"ES","2021-08-16",25726,"inc case"
"SE","2021-08-16",0,"inc case"
"CH","2021-08-16",5579,"inc case"
"GB","2021-08-16",28176,"inc case"
"AT","2021-08-17",797,"inc case"
"BE","2021-08-17",1741,"inc case"
"BG","2021-08-17",1405,"inc case"
"HR","2021-08-17",341,"inc case"
"CY","2021-08-17",381,"inc case"
"CZ","2021-08-17",221,"inc case"
"DK","2021-08-17",886,"inc case"
"EE","2021-08-17",359,"inc case"
"FI","2021-08-17",768,"inc case"
"FR","2021-08-17",12723,"inc case"
"DE","2021-08-17",3912,"inc case"
"GR","2021-08-17",4412,"inc case"
"HU","2021-08-17",45,"inc case"
"IS","2021-08-17",104,"inc case"
"IE","2021-08-17",1496,"inc case"
"IT","2021-08-17",5268,"inc case"
"LV","2021-08-17",154,"inc case"
"LI","2021-08-17",12,"inc case"
"LT","2021-08-17",568,"inc case"
"LU","2021-08-17",89,"inc case"
"MT","2021-08-17",54,"inc case"
"NL","2021-08-17",2777,"inc case"
"NO","2021-08-17",747,"inc case"
"PL","2021-08-17",215,"inc case"
"PT","2021-08-17",2118,"inc case"
"RO","2021-08-17",544,"inc case"
"SK","2021-08-17",119,"inc case"
"SI","2021-08-17",320,"inc case"
"ES","2021-08-17",14336,"inc case"
"SE","2021-08-17",2811,"inc case"
"CH","2021-08-17",3152,"inc case"
"GB","2021-08-17",26628,"inc case"
"AT","2021-08-18",875,"inc case"
"BE","2021-08-18",2746,"inc case"
"BG","2021-08-18",1387,"inc case"
"HR","2021-08-18",524,"inc case"
"CY","2021-08-18",412,"inc case"
"CZ","2021-08-18",299,"inc case"
"DK","2021-08-18",1193,"inc case"
"EE","2021-08-18",286,"inc case"
"FI","2021-08-18",741,"inc case"
"FR","2021-08-18",27631,"inc case"
"DE","2021-08-18",8324,"inc case"
"GR","2021-08-18",3437,"inc case"
"HU","2021-08-18",109,"inc case"
"IS","2021-08-18",130,"inc case"
"IE","2021-08-18",1704,"inc case"
"IT","2021-08-18",7159,"inc case"
"LV","2021-08-18",180,"inc case"
"LI","2021-08-18",14,"inc case"
"LT","2021-08-18",676,"inc case"
"LU","2021-08-18",76,"inc case"
"MT","2021-08-18",82,"inc case"
"NL","2021-08-18",2488,"inc case"
"NO","2021-08-18",612,"inc case"
"PL","2021-08-18",207,"inc case"
"PT","2021-08-18",2983,"inc case"
"RO","2021-08-18",541,"inc case"
"SK","2021-08-18",137,"inc case"
"SI","2021-08-18",385,"inc case"
"ES","2021-08-18",11956,"inc case"
"SE","2021-08-18",1320,"inc case"
"CH","2021-08-18",3290,"inc case"
"GB","2021-08-18",33646,"inc case"
"AT","2021-08-19",1214,"inc case"
"BE","2021-08-19",2192,"inc case"
"BG","2021-08-19",1371,"inc case"
"HR","2021-08-19",486,"inc case"
"CY","2021-08-19",433,"inc case"
"CZ","2021-08-19",212,"inc case"
"DK","2021-08-19",984,"inc case"
"EE","2021-08-19",357,"inc case"
"FI","2021-08-19",708,"inc case"
"FR","2021-08-19",23950,"inc case"
"DE","2021-08-19",8400,"inc case"
"GR","2021-08-19",3273,"inc case"
"HU","2021-08-19",123,"inc case"
"IS","2021-08-19",104,"inc case"
"IE","2021-08-19",1818,"inc case"
"IT","2021-08-19",7240,"inc case"
"LV","2021-08-19",146,"inc case"
"LI","2021-08-19",10,"inc case"
"LT","2021-08-19",704,"inc case"
"LU","2021-08-19",63,"inc case"
"MT","2021-08-19",86,"inc case"
"NL","2021-08-19",2209,"inc case"
"NO","2021-08-19",685,"inc case"
"PL","2021-08-19",196,"inc case"
"PT","2021-08-19",2554,"inc case"
"RO","2021-08-19",595,"inc case"
"SK","2021-08-19",131,"inc case"
"SI","2021-08-19",382,"inc case"
"ES","2021-08-19",12445,"inc case"
"SE","2021-08-19",1288,"inc case"
"CH","2021-08-19",2790,"inc case"
"GB","2021-08-19",36273,"inc case"
"AT","2021-08-20",1291,"inc case"
"BE","2021-08-20",2168,"inc case"
"BG","2021-08-20",1368,"inc case"
"HR","2021-08-20",468,"inc case"
"CY","2021-08-20",420,"inc case"
"CZ","2021-08-20",175,"inc case"
"DK","2021-08-20",923,"inc case"
"EE","2021-08-20",331,"inc case"
"FI","2021-08-20",670,"inc case"
"FR","2021-08-20",20503,"inc case"
"DE","2021-08-20",9280,"inc case"
"GR","2021-08-20",3596,"inc case"
"HU","2021-08-20",0,"inc case"
"IS","2021-08-20",64,"inc case"
"IE","2021-08-20",2098,"inc case"
"IT","2021-08-20",7220,"inc case"
"LV","2021-08-20",133,"inc case"
"LI","2021-08-20",12,"inc case"
"LT","2021-08-20",623,"inc case"
"LU","2021-08-20",67,"inc case"
"MT","2021-08-20",51,"inc case"
"NL","2021-08-20",2408,"inc case"
"NO","2021-08-20",720,"inc case"
"PL","2021-08-20",212,"inc case"
"PT","2021-08-20",2507,"inc case"
"RO","2021-08-20",628,"inc case"
"SK","2021-08-20",122,"inc case"
"SI","2021-08-20",333,"inc case"
"ES","2021-08-20",12450,"inc case"
"SE","2021-08-20",1018,"inc case"
"CH","2021-08-20",2575,"inc case"
"GB","2021-08-20",36987,"inc case"
"AT","2021-08-21",1313,"inc case"
"BE","2021-08-21",0,"inc case"
"BG","2021-08-21",845,"inc case"
"HR","2021-08-21",505,"inc case"
"CY","2021-08-21",311,"inc case"
"CZ","2021-08-21",174,"inc case"
"DK","2021-08-21",1024,"inc case"
"EE","2021-08-21",218,"inc case"
"FI","2021-08-21",655,"inc case"
"FR","2021-08-21",22636,"inc case"
"DE","2021-08-21",0,"inc case"
"GR","2021-08-21",3184,"inc case"
"HU","2021-08-21",0,"inc case"
"IS","2021-08-21",73,"inc case"
"IE","2021-08-21",2125,"inc case"
"IT","2021-08-21",7466,"inc case"
"LV","2021-08-21",160,"inc case"
"LI","2021-08-21",5,"inc case"
"LT","2021-08-21",623,"inc case"
"LU","2021-08-21",0,"inc case"
"MT","2021-08-21",68,"inc case"
"NL","2021-08-21",2453,"inc case"
"NO","2021-08-21",277,"inc case"
"PL","2021-08-21",222,"inc case"
"PT","2021-08-21",2676,"inc case"
"RO","2021-08-21",591,"inc case"
"SK","2021-08-21",145,"inc case"
"SI","2021-08-21",399,"inc case"
"ES","2021-08-21",0,"inc case"
"SE","2021-08-21",0,"inc case"
"CH","2021-08-21",0,"inc case"
"GB","2021-08-21",31783,"inc case"
"AT","2021-08-22",1286,"inc case"
"BE","2021-08-22",0,"inc case"
"BG","2021-08-22",384,"inc case"
"HR","2021-08-22",373,"inc case"
"CY","2021-08-22",311,"inc case"
"CZ","2021-08-22",134,"inc case"
"DK","2021-08-22",720,"inc case"
"EE","2021-08-22",101,"inc case"
"FI","2021-08-22",398,"inc case"
"FR","2021-08-22",17300,"inc case"
"DE","2021-08-22",0,"inc case"
"GR","2021-08-22",1947,"inc case"
"HU","2021-08-22",0,"inc case"
"IS","2021-08-22",62,"inc case"
"IE","2021-08-22",1688,"inc case"
"IT","2021-08-22",5922,"inc case"
"LV","2021-08-22",101,"inc case"
"LI","2021-08-22",6,"inc case"
"LT","2021-08-22",409,"inc case"
"LU","2021-08-22",0,"inc case"
"MT","2021-08-22",53,"inc case"
"NL","2021-08-22",2390,"inc case"
"NO","2021-08-22",553,"inc case"
"PL","2021-08-22",185,"inc case"
"PT","2021-08-22",2112,"inc case"
"RO","2021-08-22",517,"inc case"
"SK","2021-08-22",128,"inc case"
"SI","2021-08-22",244,"inc case"
"ES","2021-08-22",0,"inc case"
"SE","2021-08-22",0,"inc case"
"CH","2021-08-22",0,"inc case"
"GB","2021-08-22",31976,"inc case"
"AT","2021-08-23",1106,"inc case"
"BE","2021-08-23",4876,"inc case"
"BG","2021-08-23",1891,"inc case"
"HR","2021-08-23",73,"inc case"
"CY","2021-08-23",193,"inc case"
"CZ","2021-08-23",107,"inc case"
"DK","2021-08-23",774,"inc case"
"EE","2021-08-23",319,"inc case"
"FI","2021-08-23",456,"inc case"
"FR","2021-08-23",1823,"inc case"
"DE","2021-08-23",18810,"inc case"
"GR","2021-08-23",2626,"inc case"
"HU","2021-08-23",340,"inc case"
"IS","2021-08-23",62,"inc case"
"IE","2021-08-23",1590,"inc case"
"IT","2021-08-23",4166,"inc case"
"LV","2021-08-23",73,"inc case"
"LI","2021-08-23",4,"inc case"
"LT","2021-08-23",383,"inc case"
"LU","2021-08-23",145,"inc case"
"MT","2021-08-23",57,"inc case"
"NL","2021-08-23",2437,"inc case"
"NO","2021-08-23",1124,"inc case"
"PL","2021-08-23",107,"inc case"
"PT","2021-08-23",1126,"inc case"
"RO","2021-08-23",415,"inc case"
"SK","2021-08-23",51,"inc case"
"SI","2021-08-23",117,"inc case"
"ES","2021-08-23",23899,"inc case"
"SE","2021-08-23",0,"inc case"
"CH","2021-08-23",6223,"inc case"
"GB","2021-08-23",31675,"inc case"
"AT","2021-08-24",983,"inc case"
"BE","2021-08-24",1611,"inc case"
"BG","2021-08-24",1911,"inc case"
"HR","2021-08-24",470,"inc case"
"CY","2021-08-24",333,"inc case"
"CZ","2021-08-24",210,"inc case"
"DK","2021-08-24",1340,"inc case"
"EE","2021-08-24",374,"inc case"
"FI","2021-08-24",682,"inc case"
"FR","2021-08-24",24445,"inc case"
"DE","2021-08-24",5747,"inc case"
"GR","2021-08-24",5000,"inc case"
"HU","2021-08-24",82,"inc case"
"IS","2021-08-24",77,"inc case"
"IE","2021-08-24",1571,"inc case"
"IT","2021-08-24",6078,"inc case"
"LV","2021-08-24",169,"inc case"
"LI","2021-08-24",15,"inc case"
"LT","2021-08-24",537,"inc case"
"LU","2021-08-24",86,"inc case"
"MT","2021-08-24",35,"inc case"
"NL","2021-08-24",2828,"inc case"
"NO","2021-08-24",1093,"inc case"
"PL","2021-08-24",232,"inc case"
"PT","2021-08-24",2261,"inc case"
"RO","2021-08-24",782,"inc case"
"SK","2021-08-24",163,"inc case"
"SI","2021-08-24",477,"inc case"
"ES","2021-08-24",10072,"inc case"
"SE","2021-08-24",2774,"inc case"
"CH","2021-08-24",2994,"inc case"
"GB","2021-08-24",30619,"inc case"
"AT","2021-08-25",1155,"inc case"
"BE","2021-08-25",2895,"inc case"
"BG","2021-08-25",1601,"inc case"
"HR","2021-08-25",677,"inc case"
"CY","2021-08-25",355,"inc case"
"CZ","2021-08-25",254,"inc case"
"DK","2021-08-25",987,"inc case"
"EE","2021-08-25",437,"inc case"
"FI","2021-08-25",609,"inc case"
"FR","2021-08-25",20857,"inc case"
"DE","2021-08-25",11561,"inc case"
"GR","2021-08-25",3265,"inc case"
"HU","2021-08-25",134,"inc case"
"IS","2021-08-25",87,"inc case"
"IE","2021-08-25",2051,"inc case"
"IT","2021-08-25",7539,"inc case"
"LV","2021-08-25",249,"inc case"
"LI","2021-08-25",4,"inc case"
"LT","2021-08-25",714,"inc case"
"LU","2021-08-25",96,"inc case"
"MT","2021-08-25",42,"inc case"
"NL","2021-08-25",2594,"inc case"
"NO","2021-08-25",1294,"inc case"
"PL","2021-08-25",233,"inc case"
"PT","2021-08-25",3062,"inc case"
"RO","2021-08-25",849,"inc case"
"SK","2021-08-25",110,"inc case"
"SI","2021-08-25",508,"inc case"
"ES","2021-08-25",10781,"inc case"
"SE","2021-08-25",1270,"inc case"
"CH","2021-08-25",3212,"inc case"
"GB","2021-08-25",35547,"inc case"
"AT","2021-08-26",1618,"inc case"
"BE","2021-08-26",2467,"inc case"
"BG","2021-08-26",1733,"inc case"
"HR","2021-08-26",638,"inc case"
"CY","2021-08-26",257,"inc case"
"CZ","2021-08-26",248,"inc case"
"DK","2021-08-26",982,"inc case"
"EE","2021-08-26",404,"inc case"
"FI","2021-08-26",699,"inc case"
"FR","2021-08-26",19404,"inc case"
"DE","2021-08-26",12626,"inc case"
"GR","2021-08-26",3528,"inc case"
"HU","2021-08-26",180,"inc case"
"IS","2021-08-26",102,"inc case"
"IE","2021-08-26",1866,"inc case"
"IT","2021-08-26",7215,"inc case"
"LV","2021-08-26",150,"inc case"
"LI","2021-08-26",6,"inc case"
"LT","2021-08-26",767,"inc case"
"LU","2021-08-26",130,"inc case"
"MT","2021-08-26",42,"inc case"
"NL","2021-08-26",2815,"inc case"
"NO","2021-08-26",1415,"inc case"
"PL","2021-08-26",215,"inc case"
"PT","2021-08-26",2552,"inc case"
"RO","2021-08-26",953,"inc case"
"SK","2021-08-26",209,"inc case"
"SI","2021-08-26",510,"inc case"
"ES","2021-08-26",7115,"inc case"
"SE","2021-08-26",1511,"inc case"
"CH","2021-08-26",2811,"inc case"
"GB","2021-08-26",37962,"inc case"
"AT","2021-08-27",1453,"inc case"
"BE","2021-08-27",2334,"inc case"
"BG","2021-08-27",1713,"inc case"
"HR","2021-08-27",596,"inc case"
"CY","2021-08-27",254,"inc case"
"CZ","2021-08-27",213,"inc case"
"DK","2021-08-27",925,"inc case"
"EE","2021-08-27",351,"inc case"
"FI","2021-08-27",610,"inc case"
"FR","2021-08-27",0,"inc case"
"DE","2021-08-27",12029,"inc case"
"GR","2021-08-27",3067,"inc case"
"HU","2021-08-27",189,"inc case"
"IS","2021-08-27",71,"inc case"
"IE","2021-08-27",1875,"inc case"
"IT","2021-08-27",7823,"inc case"
"LV","2021-08-27",181,"inc case"
"LI","2021-08-27",2,"inc case"
"LT","2021-08-27",672,"inc case"
"LU","2021-08-27",75,"inc case"
"MT","2021-08-27",40,"inc case"
"NL","2021-08-27",2450,"inc case"
"NO","2021-08-27",1552,"inc case"
"PL","2021-08-27",254,"inc case"
"PT","2021-08-27",2370,"inc case"
"RO","2021-08-27",946,"inc case"
"SK","2021-08-27",153,"inc case"
"SI","2021-08-27",544,"inc case"
"ES","2021-08-27",9489,"inc case"
"SE","2021-08-27",1274,"inc case"
"CH","2021-08-27",2764,"inc case"
"GB","2021-08-27",37690,"inc case"
"AT","2021-08-28",1404,"inc case"
"BE","2021-08-28",0,"inc case"
"BG","2021-08-28",1004,"inc case"
"HR","2021-08-28",595,"inc case"
"CY","2021-08-28",324,"inc case"
"CZ","2021-08-28",187,"inc case"
"DK","2021-08-28",877,"inc case"
"EE","2021-08-28",322,"inc case"
"FI","2021-08-28",704,"inc case"
"FR","2021-08-28",34151,"inc case"
"DE","2021-08-28",0,"inc case"
"GR","2021-08-28",3062,"inc case"
"HU","2021-08-28",0,"inc case"
"IS","2021-08-28",91,"inc case"
"IE","2021-08-28",1997,"inc case"
"IT","2021-08-28",6858,"inc case"
"LV","2021-08-28",256,"inc case"
"LI","2021-08-28",4,"inc case"
"LT","2021-08-28",576,"inc case"
"LU","2021-08-28",0,"inc case"
"MT","2021-08-28",49,"inc case"
"NL","2021-08-28",2289,"inc case"
"NO","2021-08-28",1047,"inc case"
"PL","2021-08-28",289,"inc case"
"PT","2021-08-28",2374,"inc case"
"RO","2021-08-28",1015,"inc case"
"SK","2021-08-28",188,"inc case"
"SI","2021-08-28",538,"inc case"
"ES","2021-08-28",0,"inc case"
"SE","2021-08-28",0,"inc case"
"CH","2021-08-28",0,"inc case"
"GB","2021-08-28",32087,"inc case"
"AT","2021-08-29",1375,"inc case"
"BE","2021-08-29",0,"inc case"
"BG","2021-08-29",451,"inc case"
"HR","2021-08-29",377,"inc case"
"CY","2021-08-29",213,"inc case"
"CZ","2021-08-29",131,"inc case"
"DK","2021-08-29",737,"inc case"
"EE","2021-08-29",330,"inc case"
"FI","2021-08-29",439,"inc case"
"FR","2021-08-29",13630,"inc case"
"DE","2021-08-29",0,"inc case"
"GR","2021-08-29",1581,"inc case"
"HU","2021-08-29",0,"inc case"
"IS","2021-08-29",53,"inc case"
"IE","2021-08-29",1706,"inc case"
"IT","2021-08-29",5954,"inc case"
"LV","2021-08-29",196,"inc case"
"LI","2021-08-29",3,"inc case"
"LT","2021-08-29",507,"inc case"
"LU","2021-08-29",0,"inc case"
"MT","2021-08-29",50,"inc case"
"NL","2021-08-29",2171,"inc case"
"NO","2021-08-29",907,"inc case"
"PL","2021-08-29",203,"inc case"
"PT","2021-08-29",1782,"inc case"
"RO","2021-08-29",868,"inc case"
"SK","2021-08-29",136,"inc case"
"SI","2021-08-29",273,"inc case"
"ES","2021-08-29",0,"inc case"
"SE","2021-08-29",0,"inc case"
"CH","2021-08-29",0,"inc case"
"GB","2021-08-29",32937,"inc case"
"AT","2021-08-30",1346,"inc case"
"BE","2021-08-30",4901,"inc case"
"BG","2021-08-30",2090,"inc case"
"HR","2021-08-30",139,"inc case"
"CY","2021-08-30",208,"inc case"
"CZ","2021-08-30",82,"inc case"
"DK","2021-08-30",762,"inc case"
"EE","2021-08-30",255,"inc case"
"FI","2021-08-30",464,"inc case"
"FR","2021-08-30",0,"inc case"
"DE","2021-08-30",23278,"inc case"
"GR","2021-08-30",2343,"inc case"
"HU","2021-08-30",521,"inc case"
"IS","2021-08-30",47,"inc case"
"IE","2021-08-30",1292,"inc case"
"IT","2021-08-30",4253,"inc case"
"LV","2021-08-30",81,"inc case"
"LI","2021-08-30",6,"inc case"
"LT","2021-08-30",381,"inc case"
"LU","2021-08-30",155,"inc case"
"MT","2021-08-30",34,"inc case"
"NL","2021-08-30",2312,"inc case"
"NO","2021-08-30",1349,"inc case"
"PL","2021-08-30",154,"inc case"
"PT","2021-08-30",1072,"inc case"
"RO","2021-08-30",699,"inc case"
"SK","2021-08-30",80,"inc case"
"SI","2021-08-30",143,"inc case"
"ES","2021-08-30",15489,"inc case"
"SE","2021-08-30",0,"inc case"
"CH","2021-08-30",6197,"inc case"
"GB","2021-08-30",26227,"inc case"
"AT","2021-08-31",1083,"inc case"
"BE","2021-08-31",1854,"inc case"
"BG","2021-08-31",2053,"inc case"
"HR","2021-08-31",668,"inc case"
"CY","2021-08-31",311,"inc case"
"CZ","2021-08-31",245,"inc case"
"DK","2021-08-31",843,"inc case"
"EE","2021-08-31",357,"inc case"
"FI","2021-08-31",744,"inc case"
"FR","2021-08-31",0,"inc case"
"DE","2021-08-31",5750,"inc case"
"GR","2021-08-31",4306,"inc case"
"HU","2021-08-31",110,"inc case"
"IS","2021-08-31",84,"inc case"
"IE","2021-08-31",1382,"inc case"
"IT","2021-08-31",5492,"inc case"
"LV","2021-08-31",237,"inc case"
"LI","2021-08-31",6,"inc case"
"LT","2021-08-31",602,"inc case"
"LU","2021-08-31",88,"inc case"
"MT","2021-08-31",48,"inc case"
"NL","2021-08-31",2827,"inc case"
"NO","2021-08-31",1785,"inc case"
"PL","2021-08-31",285,"inc case"
"PT","2021-08-31",1908,"inc case"
"RO","2021-08-31",1313,"inc case"
"SK","2021-08-31",227,"inc case"
"SI","2021-08-31",541,"inc case"
"ES","2021-08-31",7767,"inc case"
"SE","2021-08-31",3400,"inc case"
"CH","2021-08-31",2704,"inc case"
"GB","2021-08-31",31931,"inc case"
"AT","2021-09-01",1280,"inc case"
"BE","2021-09-01",2842,"inc case"
"BG","2021-09-01",1745,"inc case"
"HR","2021-09-01",805,"inc case"
"CY","2021-09-01",287,"inc case"
"CZ","2021-09-01",287,"inc case"
"DK","2021-09-01",825,"inc case"
"EE","2021-09-01",407,"inc case"
"FI","2021-09-01",650,"inc case"
"FR","2021-09-01",30745,"inc case"
"DE","2021-09-01",13531,"inc case"
"GR","2021-09-01",2868,"inc case"
"HU","2021-09-01",194,"inc case"
"IS","2021-09-01",67,"inc case"
"IE","2021-09-01",1789,"inc case"
"IT","2021-09-01",6496,"inc case"
"LV","2021-09-01",469,"inc case"
"LI","2021-09-01",12,"inc case"
"LT","2021-09-01",733,"inc case"
"LU","2021-09-01",144,"inc case"
"MT","2021-09-01",76,"inc case"
"NL","2021-09-01",2773,"inc case"
"NO","2021-09-01",1640,"inc case"
"PL","2021-09-01",366,"inc case"
"PT","2021-09-01",1565,"inc case"
"RO","2021-09-01",1443,"inc case"
"SK","2021-09-01",308,"inc case"
"SI","2021-09-01",764,"inc case"
"ES","2021-09-01",6818,"inc case"
"SE","2021-09-01",1104,"inc case"
"CH","2021-09-01",3203,"inc case"
"GB","2021-09-01",35493,"inc case"
"AT","2021-09-02",1852,"inc case"
"BE","2021-09-02",2204,"inc case"
"BG","2021-09-02",1564,"inc case"
"HR","2021-09-02",798,"inc case"
"CY","2021-09-02",256,"inc case"
"CZ","2021-09-02",262,"inc case"
"DK","2021-09-02",694,"inc case"
"EE","2021-09-02",474,"inc case"
"FI","2021-09-02",648,"inc case"
"FR","2021-09-02",14153,"inc case"
"DE","2021-09-02",13715,"inc case"
"GR","2021-09-02",2836,"inc case"
"HU","2021-09-02",262,"inc case"
"IS","2021-09-02",56,"inc case"
"IE","2021-09-02",-1707,"inc case"
"IT","2021-09-02",6754,"inc case"
"LV","2021-09-02",340,"inc case"
