"location","time_idx","value","target"
"PT","2020-04-17",28,"inc death"
"RO","2020-04-17",19,"inc death"
"SK","2020-04-17",1,"inc death"
"SI","2020-04-17",5,"inc death"
"ES","2020-04-17",687,"inc death"
"SE","2020-04-17",67,"inc death"
"CH","2020-04-17",32,"inc death"
"GB","2020-04-17",1272,"inc death"
"AT","2020-04-18",23,"inc death"
"BE","2020-04-18",290,"inc death"
"BG","2020-04-18",0,"inc death"
"HR","2020-04-18",3,"inc death"
"CY","2020-04-18",0,"inc death"
"CZ","2020-04-18",8,"inc death"
"DK","2020-04-18",10,"inc death"
"EE","2020-04-18",0,"inc death"
"FI","2020-04-18",10,"inc death"
"FR","2020-04-18",641,"inc death"
"DE","2020-04-18",242,"inc death"
"GR","2020-04-18",2,"inc death"
"HU","2020-04-18",16,"inc death"
"IS","2020-04-18",0,"inc death"
"IE","2020-04-18",41,"inc death"
"IT","2020-04-18",482,"inc death"
"LV","2020-04-18",0,"inc death"
"LI","2020-04-18",0,"inc death"
"LT","2020-04-18",1,"inc death"
"LU","2020-04-18",0,"inc death"
"MT","2020-04-18",0,"inc death"
"NL","2020-04-18",142,"inc death"
"NO","2020-04-18",3,"inc death"
"PL","2020-04-18",15,"inc death"
"PT","2020-04-18",30,"inc death"
"RO","2020-04-18",10,"inc death"
"SK","2020-04-18",2,"inc death"
"SI","2020-04-18",4,"inc death"
"ES","2020-04-18",41,"inc death"
"SE","2020-04-18",111,"inc death"
"CH","2020-04-18",36,"inc death"
"GB","2020-04-18",1189,"inc death"
"AT","2020-04-19",13,"inc death"
"BE","2020-04-19",230,"inc death"
"BG","2020-04-19",1,"inc death"
"HR","2020-04-19",8,"inc death"
"CY","2020-04-19",0,"inc death"
"CZ","2020-04-19",5,"inc death"
"DK","2020-04-19",9,"inc death"
"EE","2020-04-19",2,"inc death"
"FI","2020-04-19",0,"inc death"
"FR","2020-04-19",385,"inc death"
"DE","2020-04-19",184,"inc death"
"GR","2020-04-19",6,"inc death"
"HU","2020-04-19",17,"inc death"
"IS","2020-04-19",0,"inc death"
"IE","2020-04-19",39,"inc death"
"IT","2020-04-19",433,"inc death"
"LV","2020-04-19",0,"inc death"
"LI","2020-04-19",0,"inc death"
"LT","2020-04-19",1,"inc death"
"LU","2020-04-19",1,"inc death"
"MT","2020-04-19",0,"inc death"
"NL","2020-04-19",83,"inc death"
"NO","2020-04-19",1,"inc death"
"PL","2020-04-19",13,"inc death"
"PT","2020-04-19",27,"inc death"
"RO","2020-04-19",30,"inc death"
"SK","2020-04-19",1,"inc death"
"SI","2020-04-19",4,"inc death"
"ES","2020-04-19",410,"inc death"
"SE","2020-04-19",29,"inc death"
"CH","2020-04-19",25,"inc death"
"GB","2020-04-19",1122,"inc death"
"AT","2020-04-20",18,"inc death"
"BE","2020-04-20",145,"inc death"
"BG","2020-04-20",1,"inc death"
"HR","2020-04-20",0,"inc death"
"CY","2020-04-20",0,"inc death"
"CZ","2020-04-20",8,"inc death"
"DK","2020-04-20",9,"inc death"
"EE","2020-04-20",0,"inc death"
"FI","2020-04-20",6,"inc death"
"FR","2020-04-20",546,"inc death"
"DE","2020-04-20",110,"inc death"
"GR","2020-04-20",0,"inc death"
"HU","2020-04-20",10,"inc death"
"IS","2020-04-20",1,"inc death"
"IE","2020-04-20",77,"inc death"
"IT","2020-04-20",454,"inc death"
"LV","2020-04-20",0,"inc death"
"LI","2020-04-20",0,"inc death"
"LT","2020-04-20",3,"inc death"
"LU","2020-04-20",2,"inc death"
"MT","2020-04-20",0,"inc death"
"NL","2020-04-20",67,"inc death"
"NO","2020-04-20",16,"inc death"
"PL","2020-04-20",20,"inc death"
"PT","2020-04-20",21,"inc death"
"RO","2020-04-20",27,"inc death"
"SK","2020-04-20",1,"inc death"
"SI","2020-04-20",3,"inc death"
"ES","2020-04-20",399,"inc death"
"SE","2020-04-20",40,"inc death"
"CH","2020-04-20",41,"inc death"
"GB","2020-04-20",1160,"inc death"
"AT","2020-04-21",17,"inc death"
"BE","2020-04-21",170,"inc death"
"BG","2020-04-21",2,"inc death"
"HR","2020-04-21",1,"inc death"
"CY","2020-04-21",0,"inc death"
"CZ","2020-04-21",7,"inc death"
"DK","2020-04-21",6,"inc death"
"EE","2020-04-21",3,"inc death"
"FI","2020-04-21",17,"inc death"
"FR","2020-04-21",522,"inc death"
"DE","2020-04-21",194,"inc death"
"GR","2020-04-21",5,"inc death"
"HU","2020-04-21",14,"inc death"
"IS","2020-04-21",0,"inc death"
"IE","2020-04-21",43,"inc death"
"IT","2020-04-21",534,"inc death"
"LV","2020-04-21",4,"inc death"
"LI","2020-04-21",0,"inc death"
"LT","2020-04-21",0,"inc death"
"LU","2020-04-21",3,"inc death"
"MT","2020-04-21",0,"inc death"
"NL","2020-04-21",165,"inc death"
"NO","2020-04-21",1,"inc death"
"PL","2020-04-21",21,"inc death"
"PT","2020-04-21",27,"inc death"
"RO","2020-04-21",20,"inc death"
"SK","2020-04-21",1,"inc death"
"SI","2020-04-21",0,"inc death"
"ES","2020-04-21",430,"inc death"
"SE","2020-04-21",185,"inc death"
"CH","2020-04-21",37,"inc death"
"GB","2020-04-21",1085,"inc death"
"AT","2020-04-22",9,"inc death"
"BE","2020-04-22",264,"inc death"
"BG","2020-04-22",4,"inc death"
"HR","2020-04-22",0,"inc death"
"CY","2020-04-22",0,"inc death"
"CZ","2020-04-22",7,"inc death"
"DK","2020-04-22",14,"inc death"
"EE","2020-04-22",1,"inc death"
"FI","2020-04-22",4,"inc death"
"FR","2020-04-22",544,"inc death"
"DE","2020-04-22",281,"inc death"
"GR","2020-04-22",0,"inc death"
"HU","2020-04-22",12,"inc death"
"IS","2020-04-22",0,"inc death"
"IE","2020-04-22",39,"inc death"
"IT","2020-04-22",437,"inc death"
"LV","2020-04-22",2,"inc death"
"LI","2020-04-22",0,"inc death"
"LT","2020-04-22",1,"inc death"
"LU","2020-04-22",2,"inc death"
"MT","2020-04-22",0,"inc death"
"NL","2020-04-22",138,"inc death"
"NO","2020-04-22",5,"inc death"
"PL","2020-04-22",25,"inc death"
"PT","2020-04-22",23,"inc death"
"RO","2020-04-22",26,"inc death"
"SK","2020-04-22",0,"inc death"
"SI","2020-04-22",2,"inc death"
"ES","2020-04-22",435,"inc death"
"SE","2020-04-22",172,"inc death"
"CH","2020-04-22",28,"inc death"
"GB","2020-04-22",1102,"inc death"
"AT","2020-04-23",18,"inc death"
"BE","2020-04-23",228,"inc death"
"BG","2020-04-23",3,"inc death"
"HR","2020-04-23",2,"inc death"
"CY","2020-04-23",2,"inc death"
"CZ","2020-04-23",2,"inc death"
"DK","2020-04-23",10,"inc death"
"EE","2020-04-23",1,"inc death"
"FI","2020-04-23",6,"inc death"
"FR","2020-04-23",516,"inc death"
"DE","2020-04-23",215,"inc death"
"GR","2020-04-23",4,"inc death"
"HU","2020-04-23",14,"inc death"
"IS","2020-04-23",0,"inc death"
"IE","2020-04-23",25,"inc death"
"IT","2020-04-23",464,"inc death"
"LV","2020-04-23",0,"inc death"
"LI","2020-04-23",0,"inc death"
"LT","2020-04-23",0,"inc death"
"LU","2020-04-23",3,"inc death"
"MT","2020-04-23",0,"inc death"
"NL","2020-04-23",123,"inc death"
"NO","2020-04-23",7,"inc death"
"PL","2020-04-23",28,"inc death"
"PT","2020-04-23",35,"inc death"
"RO","2020-04-23",21,"inc death"
"SK","2020-04-23",1,"inc death"
"SI","2020-04-23",0,"inc death"
"ES","2020-04-23",440,"inc death"
"SE","2020-04-23",84,"inc death"
"CH","2020-04-23",34,"inc death"
"GB","2020-04-23",1038,"inc death"
"AT","2020-04-24",12,"inc death"
"BE","2020-04-24",189,"inc death"
"BG","2020-04-24",2,"inc death"
"HR","2020-04-24",1,"inc death"
"CY","2020-04-24",0,"inc death"
"CZ","2020-04-24",4,"inc death"
"DK","2020-04-24",9,"inc death"
"EE","2020-04-24",1,"inc death"
"FI","2020-04-24",0,"inc death"
"FR","2020-04-24",389,"inc death"
"DE","2020-04-24",227,"inc death"
"GR","2020-04-24",5,"inc death"
"HU","2020-04-24",23,"inc death"
"IS","2020-04-24",0,"inc death"
"IE","2020-04-24",220,"inc death"
"IT","2020-04-24",420,"inc death"
"LV","2020-04-24",1,"inc death"
"LI","2020-04-24",0,"inc death"
"LT","2020-04-24",1,"inc death"
"LU","2020-04-24",2,"inc death"
"MT","2020-04-24",0,"inc death"
"NL","2020-04-24",112,"inc death"
"NO","2020-04-24",5,"inc death"
"PL","2020-04-24",40,"inc death"
"PT","2020-04-24",34,"inc death"
"RO","2020-04-24",22,"inc death"
"SK","2020-04-24",2,"inc death"
"SI","2020-04-24",1,"inc death"
"ES","2020-04-24",367,"inc death"
"SE","2020-04-24",131,"inc death"
"CH","2020-04-24",23,"inc death"
"GB","2020-04-24",1005,"inc death"
"AT","2020-04-25",8,"inc death"
"BE","2020-04-25",238,"inc death"
"BG","2020-04-25",1,"inc death"
"HR","2020-04-25",3,"inc death"
"CY","2020-04-25",0,"inc death"
"CZ","2020-04-25",4,"inc death"
"DK","2020-04-25",15,"inc death"
"EE","2020-04-25",0,"inc death"
"FI","2020-04-25",3,"inc death"
"FR","2020-04-25",369,"inc death"
"DE","2020-04-25",179,"inc death"
"GR","2020-04-25",0,"inc death"
"HU","2020-04-25",0,"inc death"
"IS","2020-04-25",0,"inc death"
"IE","2020-04-25",49,"inc death"
"IT","2020-04-25",415,"inc death"
"LV","2020-04-25",0,"inc death"
"LI","2020-04-25",0,"inc death"
"LT","2020-04-25",1,"inc death"
"LU","2020-04-25",0,"inc death"
"MT","2020-04-25",1,"inc death"
"NL","2020-04-25",120,"inc death"
"NO","2020-04-25",2,"inc death"
"PL","2020-04-25",30,"inc death"
"PT","2020-04-25",26,"inc death"
"RO","2020-04-25",34,"inc death"
"SK","2020-04-25",0,"inc death"
"SI","2020-04-25",1,"inc death"
"ES","2020-04-25",378,"inc death"
"SE","2020-04-25",40,"inc death"
"CH","2020-04-25",27,"inc death"
"GB","2020-04-25",919,"inc death"
"AT","2020-04-26",8,"inc death"
"BE","2020-04-26",177,"inc death"
"BG","2020-04-26",1,"inc death"
"HR","2020-04-26",1,"inc death"
"CY","2020-04-26",0,"inc death"
"CZ","2020-04-26",2,"inc death"
"DK","2020-04-26",4,"inc death"
"EE","2020-04-26",3,"inc death"
"FI","2020-04-26",6,"inc death"
"FR","2020-04-26",242,"inc death"
"DE","2020-04-26",140,"inc death"
"GR","2020-04-26",4,"inc death"
"HU","2020-04-26",10,"inc death"
"IS","2020-04-26",0,"inc death"
"IE","2020-04-26",24,"inc death"
"IT","2020-04-26",260,"inc death"
"LV","2020-04-26",0,"inc death"
"LI","2020-04-26",0,"inc death"
"LT","2020-04-26",2,"inc death"
"LU","2020-04-26",3,"inc death"
"MT","2020-04-26",0,"inc death"
"NL","2020-04-26",66,"inc death"
"NO","2020-04-26",0,"inc death"
"PL","2020-04-26",11,"inc death"
"PT","2020-04-26",23,"inc death"
"RO","2020-04-26",18,"inc death"
"SK","2020-04-26",1,"inc death"
"SI","2020-04-26",1,"inc death"
"ES","2020-04-26",288,"inc death"
"SE","2020-04-26",2,"inc death"
"CH","2020-04-26",13,"inc death"
"GB","2020-04-26",894,"inc death"
"AT","2020-04-27",14,"inc death"
"BE","2020-04-27",113,"inc death"
"BG","2020-04-27",2,"inc death"
"HR","2020-04-27",4,"inc death"
"CY","2020-04-27",0,"inc death"
"CZ","2020-04-27",3,"inc death"
"DK","2020-04-27",5,"inc death"
"EE","2020-04-27",1,"inc death"
"FI","2020-04-27",5,"inc death"
"FR","2020-04-27",437,"inc death"
"DE","2020-04-27",110,"inc death"
"GR","2020-04-27",2,"inc death"
"HU","2020-04-27",8,"inc death"
"IS","2020-04-27",0,"inc death"
"IE","2020-04-27",15,"inc death"
"IT","2020-04-27",333,"inc death"
"LV","2020-04-27",1,"inc death"
"LI","2020-04-27",0,"inc death"
"LT","2020-04-27",1,"inc death"
"LU","2020-04-27",0,"inc death"
"MT","2020-04-27",0,"inc death"
"NL","2020-04-27",43,"inc death"
"NO","2020-04-27",4,"inc death"
"PL","2020-04-27",27,"inc death"
"PT","2020-04-27",25,"inc death"
"RO","2020-04-27",22,"inc death"
"SK","2020-04-27",0,"inc death"
"SI","2020-04-27",1,"inc death"
"ES","2020-04-27",331,"inc death"
"SE","2020-04-27",80,"inc death"
"CH","2020-04-27",20,"inc death"
"GB","2020-04-27",866,"inc death"
"AT","2020-04-28",9,"inc death"
"BE","2020-04-28",124,"inc death"
"BG","2020-04-28",0,"inc death"
"HR","2020-04-28",4,"inc death"
"CY","2020-04-28",1,"inc death"
"CZ","2020-04-28",4,"inc death"
"DK","2020-04-28",7,"inc death"
"EE","2020-04-28",0,"inc death"
"FI","2020-04-28",1,"inc death"
"FR","2020-04-28",367,"inc death"
"DE","2020-04-28",163,"inc death"
"GR","2020-04-28",2,"inc death"
"HU","2020-04-28",11,"inc death"
"IS","2020-04-28",0,"inc death"
"IE","2020-04-28",57,"inc death"
"IT","2020-04-28",382,"inc death"
"LV","2020-04-28",0,"inc death"
"LI","2020-04-28",0,"inc death"
"LT","2020-04-28",0,"inc death"
"LU","2020-04-28",1,"inc death"
"MT","2020-04-28",0,"inc death"
"NL","2020-04-28",48,"inc death"
"NO","2020-04-28",1,"inc death"
"PL","2020-04-28",34,"inc death"
"PT","2020-04-28",20,"inc death"
"RO","2020-04-28",22,"inc death"
"SK","2020-04-28",2,"inc death"
"SI","2020-04-28",3,"inc death"
"ES","2020-04-28",301,"inc death"
"SE","2020-04-28",81,"inc death"
"CH","2020-04-28",23,"inc death"
"GB","2020-04-28",801,"inc death"
"AT","2020-04-29",6,"inc death"
"BE","2020-04-29",170,"inc death"
"BG","2020-04-29",6,"inc death"
"HR","2020-04-29",4,"inc death"
"CY","2020-04-29",0,"inc death"
"CZ","2020-04-29",0,"inc death"
"DK","2020-04-29",9,"inc death"
"EE","2020-04-29",0,"inc death"
"FI","2020-04-29",2,"inc death"
"FR","2020-04-29",426,"inc death"
"DE","2020-04-29",202,"inc death"
"GR","2020-04-29",1,"inc death"
"HU","2020-04-29",9,"inc death"
"IS","2020-04-29",0,"inc death"
"IE","2020-04-29",31,"inc death"
"IT","2020-04-29",323,"inc death"
"LV","2020-04-29",2,"inc death"
"LI","2020-04-29",0,"inc death"
"LT","2020-04-29",0,"inc death"
"LU","2020-04-29",0,"inc death"
"MT","2020-04-29",0,"inc death"
"NL","2020-04-29",145,"inc death"
"NO","2020-04-29",1,"inc death"
"PL","2020-04-29",28,"inc death"
"PT","2020-04-29",25,"inc death"
"RO","2020-04-29",30,"inc death"
"SK","2020-04-29",2,"inc death"
"SI","2020-04-29",3,"inc death"
"ES","2020-04-29",453,"inc death"
"SE","2020-04-29",107,"inc death"
"CH","2020-04-29",12,"inc death"
"GB","2020-04-29",817,"inc death"
"AT","2020-04-30",14,"inc death"
"BE","2020-04-30",93,"inc death"
"BG","2020-04-30",2,"inc death"
"HR","2020-04-30",2,"inc death"
"CY","2020-04-30",0,"inc death"
"CZ","2020-04-30",9,"inc death"
"DK","2020-04-30",9,"inc death"
"EE","2020-04-30",2,"inc death"
"FI","2020-04-30",1,"inc death"
"FR","2020-04-30",289,"inc death"
"DE","2020-04-30",173,"inc death"
"GR","2020-04-30",1,"inc death"
"HU","2020-04-30",12,"inc death"
"IS","2020-04-30",0,"inc death"
"IE","2020-04-30",42,"inc death"
"IT","2020-04-30",285,"inc death"
"LV","2020-04-30",0,"inc death"
"LI","2020-04-30",0,"inc death"
"LT","2020-04-30",0,"inc death"
"LU","2020-04-30",1,"inc death"
"MT","2020-04-30",0,"inc death"
"NL","2020-04-30",84,"inc death"
"NO","2020-04-30",3,"inc death"
"PL","2020-04-30",20,"inc death"
"PT","2020-04-30",16,"inc death"
"RO","2020-04-30",24,"inc death"
"SK","2020-04-30",1,"inc death"
"SI","2020-04-30",2,"inc death"
"ES","2020-04-30",268,"inc death"
"SE","2020-04-30",124,"inc death"
"CH","2020-04-30",16,"inc death"
"GB","2020-04-30",780,"inc death"
"AT","2020-05-01",7,"inc death"
"BE","2020-05-01",109,"inc death"
"BG","2020-05-01",2,"inc death"
"HR","2020-05-01",6,"inc death"
"CY","2020-05-01",0,"inc death"
"CZ","2020-05-01",4,"inc death"
"DK","2020-05-01",8,"inc death"
"EE","2020-05-01",0,"inc death"
"FI","2020-05-01",4,"inc death"
"FR","2020-05-01",217,"inc death"
"DE","2020-05-01",193,"inc death"
"GR","2020-05-01",0,"inc death"
"HU","2020-05-01",11,"inc death"
"IS","2020-05-01",0,"inc death"
"IE","2020-05-01",33,"inc death"
"IT","2020-05-01",269,"inc death"
"LV","2020-05-01",1,"inc death"
"LI","2020-05-01",0,"inc death"
"LT","2020-05-01",0,"inc death"
"LU","2020-05-01",2,"inc death"
"MT","2020-05-01",0,"inc death"
"NL","2020-05-01",98,"inc death"
"NO","2020-05-01",0,"inc death"
"PL","2020-05-01",7,"inc death"
"PT","2020-05-01",18,"inc death"
"RO","2020-05-01",27,"inc death"
"SK","2020-05-01",0,"inc death"
"SI","2020-05-01",1,"inc death"
"ES","2020-05-01",0,"inc death"
"SE","2020-05-01",67,"inc death"
"CH","2020-05-01",14,"inc death"
"GB","2020-05-01",786,"inc death"
"AT","2020-05-02",7,"inc death"
"BE","2020-05-02",62,"inc death"
"BG","2020-05-02",4,"inc death"
"HR","2020-05-02",2,"inc death"
"CY","2020-05-02",0,"inc death"
"CZ","2020-05-02",5,"inc death"
"DK","2020-05-02",15,"inc death"
"EE","2020-05-02",1,"inc death"
"FI","2020-05-02",2,"inc death"
"FR","2020-05-02",197,"inc death"
"DE","2020-05-02",94,"inc death"
"GR","2020-05-02",3,"inc death"
"HU","2020-05-02",12,"inc death"
"IS","2020-05-02",0,"inc death"
"IE","2020-05-02",21,"inc death"
"IT","2020-05-02",474,"inc death"
"LV","2020-05-02",0,"inc death"
"LI","2020-05-02",0,"inc death"
"LT","2020-05-02",1,"inc death"
"LU","2020-05-02",0,"inc death"
"MT","2020-05-02",0,"inc death"
"NL","2020-05-02",94,"inc death"
"NO","2020-05-02",1,"inc death"
"PL","2020-05-02",13,"inc death"
"PT","2020-05-02",16,"inc death"
"RO","2020-05-02",27,"inc death"
"SK","2020-05-02",1,"inc death"
"SI","2020-05-02",2,"inc death"
"ES","2020-05-02",557,"inc death"
"SE","2020-05-02",16,"inc death"
"CH","2020-05-02",9,"inc death"
"GB","2020-05-02",705,"inc death"
"AT","2020-05-03",4,"inc death"
"BE","2020-05-03",79,"inc death"
"BG","2020-05-03",1,"inc death"
"HR","2020-05-03",2,"inc death"
"CY","2020-05-03",0,"inc death"
"CZ","2020-05-03",3,"inc death"
"DK","2020-05-03",9,"inc death"
"EE","2020-05-03",2,"inc death"
"FI","2020-05-03",3,"inc death"
"FR","2020-05-03",133,"inc death"
"DE","2020-05-03",74,"inc death"
"GR","2020-05-03",1,"inc death"
"HU","2020-05-03",5,"inc death"
"IS","2020-05-03",0,"inc death"
"IE","2020-05-03",17,"inc death"
"IT","2020-05-03",174,"inc death"
"LV","2020-05-03",0,"inc death"
"LI","2020-05-03",0,"inc death"
"LT","2020-05-03",0,"inc death"
"LU","2020-05-03",4,"inc death"
"MT","2020-05-03",0,"inc death"
"NL","2020-05-03",69,"inc death"
"NO","2020-05-03",0,"inc death"
"PL","2020-05-03",14,"inc death"
"PT","2020-05-03",20,"inc death"
"RO","2020-05-03",19,"inc death"
"SK","2020-05-03",0,"inc death"
"SI","2020-05-03",2,"inc death"
"ES","2020-05-03",164,"inc death"
"SE","2020-05-03",10,"inc death"
"CH","2020-05-03",7,"inc death"
"GB","2020-05-03",662,"inc death"
"AT","2020-05-04",4,"inc death"
"BE","2020-05-04",80,"inc death"
"BG","2020-05-04",5,"inc death"
"HR","2020-05-04",1,"inc death"
"CY","2020-05-04",0,"inc death"
"CZ","2020-05-04",4,"inc death"
"DK","2020-05-04",9,"inc death"
"EE","2020-05-04",0,"inc death"
"FI","2020-05-04",3,"inc death"
"FR","2020-05-04",306,"inc death"
"DE","2020-05-04",43,"inc death"
"GR","2020-05-04",2,"inc death"
"HU","2020-05-04",11,"inc death"
"IS","2020-05-04",0,"inc death"
"IE","2020-05-04",16,"inc death"
"IT","2020-05-04",195,"inc death"
"LV","2020-05-04",0,"inc death"
"LI","2020-05-04",0,"inc death"
"LT","2020-05-04",0,"inc death"
"LU","2020-05-04",0,"inc death"
"MT","2020-05-04",0,"inc death"
"NL","2020-05-04",26,"inc death"
"NO","2020-05-04",3,"inc death"
"PL","2020-05-04",20,"inc death"
"PT","2020-05-04",20,"inc death"
"RO","2020-05-04",28,"inc death"
"SK","2020-05-04",1,"inc death"
"SI","2020-05-04",1,"inc death"
"ES","2020-05-04",164,"inc death"
"SE","2020-05-04",90,"inc death"
"CH","2020-05-04",7,"inc death"
"GB","2020-05-04",676,"inc death"
"AT","2020-05-05",9,"inc death"
"BE","2020-05-05",92,"inc death"
"BG","2020-05-05",2,"inc death"
"HR","2020-05-05",3,"inc death"
"CY","2020-05-05",0,"inc death"
"CZ","2020-05-05",5,"inc death"
"DK","2020-05-05",10,"inc death"
"EE","2020-05-05",0,"inc death"
"FI","2020-05-05",7,"inc death"
"FR","2020-05-05",330,"inc death"
"DE","2020-05-05",139,"inc death"
"GR","2020-05-05",0,"inc death"
"HU","2020-05-05",12,"inc death"
"IS","2020-05-05",0,"inc death"
"IE","2020-05-05",20,"inc death"
"IT","2020-05-05",236,"inc death"
"LV","2020-05-05",1,"inc death"
"LI","2020-05-05",0,"inc death"
"LT","2020-05-05",0,"inc death"
"LU","2020-05-05",0,"inc death"
"MT","2020-05-05",1,"inc death"
"NL","2020-05-05",86,"inc death"
"NO","2020-05-05",1,"inc death"
"PL","2020-05-05",18,"inc death"
"PT","2020-05-05",11,"inc death"
"RO","2020-05-05",23,"inc death"
"SK","2020-05-05",0,"inc death"
"SI","2020-05-05",1,"inc death"
"ES","2020-05-05",185,"inc death"
"SE","2020-05-05",85,"inc death"
"CH","2020-05-05",12,"inc death"
"GB","2020-05-05",642,"inc death"
"AT","2020-05-06",4,"inc death"
"BE","2020-05-06",323,"inc death"
"BG","2020-05-06",4,"inc death"
"HR","2020-05-06",2,"inc death"
"CY","2020-05-06",0,"inc death"
"CZ","2020-05-06",5,"inc death"
"DK","2020-05-06",3,"inc death"
"EE","2020-05-06",0,"inc death"
"FI","2020-05-06",4,"inc death"
"FR","2020-05-06",274,"inc death"
"DE","2020-05-06",165,"inc death"
"GR","2020-05-06",1,"inc death"
"HU","2020-05-06",10,"inc death"
"IS","2020-05-06",0,"inc death"
"IE","2020-05-06",36,"inc death"
"IT","2020-05-06",369,"inc death"
"LV","2020-05-06",0,"inc death"
"LI","2020-05-06",0,"inc death"
"LT","2020-05-06",1,"inc death"
"LU","2020-05-06",2,"inc death"
"MT","2020-05-06",0,"inc death"
"NL","2020-05-06",36,"inc death"
"NO","2020-05-06",1,"inc death"
"PL","2020-05-06",17,"inc death"
"PT","2020-05-06",15,"inc death"
"RO","2020-05-06",23,"inc death"
"SK","2020-05-06",0,"inc death"
"SI","2020-05-06",1,"inc death"
"ES","2020-05-06",244,"inc death"
"SE","2020-05-06",87,"inc death"
"CH","2020-05-06",5,"inc death"
"GB","2020-05-06",627,"inc death"
"AT","2020-05-07",3,"inc death"
"BE","2020-05-07",76,"inc death"
"BG","2020-05-07",0,"inc death"
"HR","2020-05-07",1,"inc death"
"CY","2020-05-07",0,"inc death"
"CZ","2020-05-07",8,"inc death"
"DK","2020-05-07",8,"inc death"
"EE","2020-05-07",1,"inc death"
"FI","2020-05-07",2,"inc death"
"FR","2020-05-07",178,"inc death"
"DE","2020-05-07",123,"inc death"
"GR","2020-05-07",1,"inc death"
"HU","2020-05-07",10,"inc death"
"IS","2020-05-07",0,"inc death"
"IE","2020-05-07",28,"inc death"
"IT","2020-05-07",274,"inc death"
"LV","2020-05-07",1,"inc death"
"LI","2020-05-07",0,"inc death"
"LT","2020-05-07",1,"inc death"
"LU","2020-05-07",2,"inc death"
"MT","2020-05-07",0,"inc death"
"NL","2020-05-07",84,"inc death"
"NO","2020-05-07",1,"inc death"
"PL","2020-05-07",22,"inc death"
"PT","2020-05-07",16,"inc death"
"RO","2020-05-07",24,"inc death"
"SK","2020-05-07",1,"inc death"
"SI","2020-05-07",0,"inc death"
"ES","2020-05-07",213,"inc death"
"SE","2020-05-07",99,"inc death"
"CH","2020-05-07",11,"inc death"
"GB","2020-05-07",631,"inc death"
"AT","2020-05-08",7,"inc death"
"BE","2020-05-08",106,"inc death"
"BG","2020-05-08",2,"inc death"
"HR","2020-05-08",0,"inc death"
"CY","2020-05-08",0,"inc death"
"CZ","2020-05-08",3,"inc death"
"DK","2020-05-08",8,"inc death"
"EE","2020-05-08",0,"inc death"
"FI","2020-05-08",7,"inc death"
"FR","2020-05-08",242,"inc death"
"DE","2020-05-08",147,"inc death"
"GR","2020-05-08",2,"inc death"
"HU","2020-05-08",9,"inc death"
"IS","2020-05-08",0,"inc death"
"IE","2020-05-08",26,"inc death"
"IT","2020-05-08",243,"inc death"
"LV","2020-05-08",0,"inc death"
"LI","2020-05-08",0,"inc death"
"LT","2020-05-08",0,"inc death"
"LU","2020-05-08",0,"inc death"
"MT","2020-05-08",0,"inc death"
"NL","2020-05-08",71,"inc death"
"NO","2020-05-08",1,"inc death"
"PL","2020-05-08",21,"inc death"
"PT","2020-05-08",9,"inc death"
"RO","2020-05-08",35,"inc death"
"SK","2020-05-08",0,"inc death"
"SI","2020-05-08",1,"inc death"
"ES","2020-05-08",229,"inc death"
"SE","2020-05-08",135,"inc death"
"CH","2020-05-08",8,"inc death"
"GB","2020-05-08",569,"inc death"
"AT","2020-05-09",3,"inc death"
"BE","2020-05-09",60,"inc death"
"BG","2020-05-09",4,"inc death"
"HR","2020-05-09",1,"inc death"
"CY","2020-05-09",0,"inc death"
"CZ","2020-05-09",3,"inc death"
"DK","2020-05-09",4,"inc death"
"EE","2020-05-09",4,"inc death"
"FI","2020-05-09",1,"inc death"
"FR","2020-05-09",79,"inc death"
"DE","2020-05-09",103,"inc death"
"GR","2020-05-09",1,"inc death"
"HU","2020-05-09",13,"inc death"
"IS","2020-05-09",0,"inc death"
"IE","2020-05-09",17,"inc death"
"IT","2020-05-09",194,"inc death"
"LV","2020-05-09",0,"inc death"
"LI","2020-05-09",0,"inc death"
"LT","2020-05-09",0,"inc death"
"LU","2020-05-09",1,"inc death"
"MT","2020-05-09",0,"inc death"
"NL","2020-05-09",63,"inc death"
"NO","2020-05-09",1,"inc death"
"PL","2020-05-09",9,"inc death"
"PT","2020-05-09",12,"inc death"
"RO","2020-05-09",16,"inc death"
"SK","2020-05-09",0,"inc death"
"SI","2020-05-09",1,"inc death"
"ES","2020-05-09",179,"inc death"
"SE","2020-05-09",45,"inc death"
"CH","2020-05-09",7,"inc death"
"GB","2020-05-09",539,"inc death"
"AT","2020-05-10",5,"inc death"
"BE","2020-05-10",75,"inc death"
"BG","2020-05-10",1,"inc death"
"HR","2020-05-10",3,"inc death"
"CY","2020-05-10",0,"inc death"
"CZ","2020-05-10",4,"inc death"
"DK","2020-05-10",3,"inc death"
"EE","2020-05-10",0,"inc death"
"FI","2020-05-10",2,"inc death"
"FR","2020-05-10",70,"inc death"
"DE","2020-05-10",26,"inc death"
"GR","2020-05-10",0,"inc death"
"HU","2020-05-10",8,"inc death"
"IS","2020-05-10",0,"inc death"
"IE","2020-05-10",12,"inc death"
"IT","2020-05-10",165,"inc death"
"LV","2020-05-10",0,"inc death"
"LI","2020-05-10",0,"inc death"
"LT","2020-05-10",1,"inc death"
"LU","2020-05-10",0,"inc death"
"MT","2020-05-10",0,"inc death"
"NL","2020-05-10",18,"inc death"
